"longitude","latitude","landtype","price19","price18","price09","price99","price89","station"
132.48364,34.44267,"RE",NULL,NULL,NULL,168000,140000,"西原、1100"
132.46303,34.48102,"RE",75600,74700,80000,131000,104000,"毘沙門台、2300"
132.40059,34.46886,"RE",NULL,NULL,86000,130000,88800,"大原、近接"
132.40059,34.46886,"IN",NULL,NULL,48100,69500,NULL,"伴中央、1000"
132.40059,34.46886,"AD",NULL,NULL,NULL,47800,37400,"大原、1600"
132.40059,34.46886,"AD",NULL,NULL,36000,NULL,NULL,"大原、1100"
132.40059,34.46886,"RE",NULL,NULL,NULL,NULL,73000,"緑井、6300"
132.40059,34.46886,"RE",NULL,NULL,NULL,NULL,76100,"古市橋、7700"
132.40059,34.46886,"RE",NULL,NULL,74000,116000,NULL,"伴、300"
132.40059,34.46886,"RE",NULL,NULL,62000,101000,NULL,"伴中央、250"
132.36353,34.49554,"AD",NULL,NULL,NULL,NULL,32500,"西広島、7500"
132.45064,34.46737,"RE",NULL,NULL,NULL,NULL,64100,"古市橋、4500"
132.44601,34.47020,"RE",NULL,NULL,54500,96000,NULL,"上安、1200"
132.44228,34.46598,"RE",40700,40700,51000,90000,NULL,"上安、1700"
132.46210,34.43689,"RE",NULL,NULL,NULL,196000,205000,"下祇園、450"
132.46646,34.44375,"RE",168000,160000,136000,NULL,NULL,"下祇園、600"
132.46042,34.44072,"IN",NULL,NULL,NULL,136000,NULL,"下祇園、近接"
132.45430,34.44370,"RE",131000,126000,NULL,NULL,NULL,"下祇園、900"
132.45740,34.44693,"RE",NULL,NULL,NULL,145000,NULL,"下祇園、1500"
132.45740,34.44693,"RE",118000,114000,102000,NULL,NULL,"下祇園、1300"
132.46414,34.44545,"RE",NULL,NULL,NULL,184000,NULL,"下祇園、650"
132.47180,34.46580,"BS",182000,173000,165000,340000,380000,"緑井、600"
132.47180,34.46580,"RE",NULL,NULL,NULL,194000,NULL,"緑井、800"
132.47482,34.46978,"RE",132000,123000,113000,163000,NULL,"緑井、320"
132.48561,34.47378,"BS",128000,121000,113000,174000,NULL,"七軒茶屋、120"
132.48561,34.47378,"SI",NULL,NULL,NULL,NULL,149000,"七軒茶屋、400"
132.48569,34.47756,"RE",60500,59500,73000,102000,90000,"七軒茶屋、750"
132.46609,34.43137,"IN",160000,151000,137000,203000,NULL,"下祇園、1000"
132.46831,34.44361,"BS",NULL,NULL,170000,341000,390000,"西原、700"
132.46831,34.44361,"BS",210000,198000,NULL,NULL,NULL,"西原、700"
132.47569,34.44125,"RE",NULL,NULL,132000,194000,NULL,"西原、400"
132.47202,34.44384,"RE",166000,159000,139000,204000,197000,"西原、350"
132.44974,34.43294,"RE",NULL,NULL,108000,170000,NULL,"安芸長束、900"
132.44974,34.43294,"RE",99200,98600,NULL,NULL,NULL,"安芸長束、850"
132.46355,34.42830,"RE",NULL,NULL,NULL,210000,223000,"安芸長束、700"
132.46355,34.42830,"RE",165000,160000,145000,NULL,NULL,"安芸長束、700"
132.45421,34.42765,"RE",154000,149000,140000,202000,190000,"安芸長束、600"
132.43073,34.47489,"RE",NULL,NULL,79000,127000,NULL,"長楽寺、240"
132.43286,34.47777,"RE",62500,61800,70000,121000,NULL,"長楽寺、1200"
132.43753,34.46746,"RE",82500,79800,83000,137000,NULL,"高取、700"
132.43753,34.46746,"RE",NULL,NULL,NULL,128000,87800,"上安、1100"
132.43382,34.46704,"RE",61700,61400,69000,116000,NULL,"長楽寺、1000"
132.42871,34.46650,"RE",NULL,NULL,NULL,NULL,83600,"緑井、5500"
132.61002,34.42132,"RE",37200,37800,50000,NULL,NULL,"瀬野、1300"
132.62108,34.41989,"AD",NULL,NULL,NULL,NULL,43000,"瀬野、2500"
132.62189,34.42023,"RE",22300,22700,30000,50400,NULL,"瀬野、2900"
132.62042,34.42594,"RE",NULL,NULL,48700,70500,68500,"瀬野、2000"
132.56238,34.38636,"RE",65800,64900,74500,109000,NULL,"安芸中野、1200"
132.56238,34.38636,"BS",91800,91500,NULL,NULL,NULL,"安芸中野、760"
132.57312,34.39406,"RE",NULL,NULL,NULL,95800,NULL,"安芸中野、1400"
132.57872,34.39821,"SI",NULL,NULL,81300,NULL,NULL,"中野東、850"
132.57872,34.39821,"SI",NULL,NULL,NULL,121000,115000,"中野東、850"
132.56114,34.38825,"IN",56600,56200,72800,109000,NULL,"安芸中野、800"
132.55997,34.39022,"RE",88400,87900,92500,130000,128000,"安芸中野、250"
132.55997,34.39022,"BS",122000,119000,131000,191000,NULL,"安芸中野、50"
132.56860,34.39687,"RE",50700,51300,66000,94500,NULL,"中野東、1200"
132.58043,34.40294,"RE",91800,89800,90500,128000,NULL,"中野東、600"
132.58875,34.42027,"RE",49900,50600,62000,92000,NULL,"瀬野、1300"
132.59882,34.42170,"RE",NULL,NULL,NULL,80300,NULL,"瀬野、1200"
132.55241,34.39214,"RE",NULL,NULL,NULL,99000,100000,"安芸中野、1200"
132.55241,34.39214,"RE",56000,56500,71000,NULL,NULL,"安芸中野、1600"
132.52547,34.35279,"IN",69000,67000,71800,107000,NULL,"矢野、1100"
132.53865,34.35733,"RE",131000,125000,114000,154000,160000,"矢野、700"
132.54198,34.35648,"RE",69200,69000,80500,121000,118000,"矢野、1400"
132.54301,34.35410,"RE",NULL,NULL,NULL,114000,NULL,"矢野、1000"
132.54039,34.34572,"RE",61600,61900,77400,120000,NULL,"矢野、1500"
132.54201,34.33699,"AD",NULL,NULL,NULL,75000,76000,"矢野、2300"
132.54201,34.33699,"RE",40200,42000,62400,94000,NULL,"矢野、2700"
132.53116,34.35358,"BS",154000,152000,NULL,NULL,NULL,"矢野、150"
132.53116,34.35358,"BS",NULL,NULL,165000,254000,273000,"矢野、150"
132.53116,34.35358,"RE",109000,107000,108000,147000,NULL,"矢野、250"
132.52963,34.34799,"RE",102000,99500,97500,134000,NULL,"矢野、600"
132.52760,34.34937,"RE",NULL,NULL,NULL,144000,138000,"矢野、660"
132.53555,34.35144,"RE",NULL,NULL,116000,161000,NULL,"矢野、480"
132.52243,34.37193,"RE",135000,129000,126000,177000,165000,"海田市、800"
132.52484,34.37041,"SI",NULL,NULL,NULL,156000,NULL,"海田市、650"
132.52354,34.36765,"IN",79300,78300,98000,140000,134000,"海田市、1000"
132.51765,34.37734,"RE",122000,116000,114000,NULL,NULL,"海田市、1800"
132.51765,34.37734,"RE",NULL,NULL,NULL,163000,NULL,"海田市、1800"
132.52679,34.37394,"RE",NULL,NULL,NULL,NULL,155000,"海田市、850"
132.52679,34.37394,"RE",NULL,NULL,NULL,164000,NULL,"海田市、850"
132.53165,34.37925,"RE",103000,99600,108000,156000,NULL,"海田市、350"
132.53165,34.37925,"RE",NULL,NULL,NULL,NULL,150000,"海田市、300"
132.51112,34.42465,"RE",57700,58300,70000,105000,NULL,"広島、5800"
132.49408,34.41343,"RE",64100,63800,71500,111000,NULL,"広島、3600"
132.49039,34.40713,"RE",NULL,NULL,NULL,152000,143000,"広島、2900"
132.50012,34.41516,"RE",77300,76900,85300,141000,139000,"広島、3700"
132.47272,34.40347,"RE",NULL,NULL,NULL,NULL,321000,"広島、1000"
132.47191,34.40405,"RE",NULL,NULL,NULL,290000,NULL,"広島、800"
132.47356,34.40165,"BS",600000,536000,NULL,NULL,NULL,"広島、400"
132.47911,34.40270,"RE",255000,240000,177000,NULL,NULL,"広島、700"
132.47928,34.40359,"RE",174000,170000,150000,275000,NULL,"広島、900"
132.47997,34.40080,"BS",506000,473000,333000,630000,910000,"広島、500"
132.49326,34.40136,"RE",63100,63400,74500,NULL,NULL,"広島、1800"
132.49326,34.40136,"RE",NULL,NULL,NULL,126000,NULL,"広島、2000"
132.48663,34.39718,"RE",146000,142000,NULL,NULL,NULL,"広島、1200"
132.48663,34.39718,"RE",NULL,NULL,132000,230000,NULL,"広島、1300"
132.48647,34.43408,"BS",154000,153000,167000,310000,NULL,"広島、6500"
132.48647,34.43408,"BS",NULL,NULL,NULL,NULL,350000,"戸坂、800"
132.48100,34.43715,"RE",123000,119000,117000,187000,NULL,"広島、5700"
132.48100,34.43715,"RE",NULL,NULL,NULL,NULL,180000,"広島、5600"
132.49599,34.42601,"RE",77300,76700,83700,145000,142000,"広島、5100"
132.48972,34.44031,"RE",NULL,NULL,NULL,153000,NULL,"戸坂、300"
132.49173,34.43926,"RE",NULL,NULL,NULL,111000,NULL,"戸坂、500"
132.48351,34.43276,"RE",102000,101000,109000,172000,NULL,"広島、6100"
132.48715,34.39626,"RE",NULL,NULL,NULL,NULL,275000,"広島、1100"
132.48302,34.39558,"BS",285000,275000,NULL,NULL,NULL,"広島、650"
132.48302,34.39558,"BS",NULL,NULL,218000,455000,NULL,"広島、700"
132.50827,34.40577,"RE",117000,114000,118000,178000,NULL,"広島、4000"
132.50815,34.41002,"RE",132000,128000,120000,NULL,NULL,"広島、4000"
132.50815,34.41002,"RE",NULL,NULL,NULL,177000,164000,"矢賀、1800"
132.50725,34.41364,"BS",159000,157000,NULL,NULL,NULL,"広島、3900"
132.50725,34.41364,"BS",NULL,NULL,168000,300000,NULL,"広島、4100"
132.50853,34.41738,"RE",NULL,NULL,85600,130000,122000,"広島、4800"
132.47269,34.41026,"RE",269000,240000,201000,327000,NULL,"広島、1700"
132.47394,34.41057,"BS",NULL,NULL,NULL,510000,NULL,"広島、2300"
132.47249,34.40659,"RE",NULL,NULL,NULL,245000,NULL,"広島、1200"
132.47537,34.40754,"RE",NULL,NULL,NULL,NULL,281000,"広島、1600"
132.46960,34.41979,"RE",136000,130000,130000,213000,NULL,"広島、3500"
132.47247,34.42638,"RE",109000,108000,114000,NULL,NULL,"広島、4200"
132.47247,34.42638,"RE",NULL,NULL,NULL,152000,NULL,"広島、4500"
132.47385,34.43052,"RE",140000,136000,137000,203000,219000,"広島、4500"
132.48109,34.41539,"RE",130000,123000,123000,181000,195000,"広島、3400"
132.46992,34.41401,"BS",308000,280000,252000,NULL,NULL,"広島、2300"
132.47380,34.41629,"RE",212000,190000,167000,277000,NULL,"広島、2300"
132.48322,34.40870,"RE",117000,114000,127000,193000,NULL,"広島、1600"
132.48322,34.40870,"RE",NULL,NULL,140000,NULL,NULL,"広島、2300"
132.48616,34.41415,"RE",NULL,NULL,NULL,147000,163000,"広島、3000"
132.49442,34.39613,"RE",NULL,NULL,NULL,NULL,202000,"広島、2400"
132.49562,34.39964,"RE",NULL,NULL,NULL,190000,NULL,"矢賀、300"
132.49562,34.39964,"RE",133000,129000,123000,NULL,NULL,"広島、2500"
132.53426,34.44925,"RE",52700,53900,64800,100000,90000,"広島、9200"
132.53909,34.44790,"RE",NULL,NULL,NULL,98000,NULL,"広島、10000"
132.53986,34.45907,"AD",NULL,NULL,NULL,71000,NULL,"上深川、4500"
132.54938,34.45249,"RE",41100,42000,53000,83700,NULL,"広島、11000"
132.54938,34.45249,"AD",NULL,NULL,NULL,NULL,34000,"上深川、3200"
132.53001,34.43523,"RE",53500,54700,65600,96200,81000,"広島、7700"
132.53287,34.43980,"RE",NULL,NULL,NULL,110000,NULL,"広島、8000"
132.53757,34.44394,"RE",NULL,NULL,56000,NULL,NULL,"広島、9200"
132.53757,34.44394,"RE",44200,45100,NULL,NULL,NULL,"広島、9100"
132.44049,34.41667,"RE",114000,113000,121000,198000,NULL,"横川、1200"
132.44049,34.41667,"RE",NULL,NULL,110000,180000,178000,"横川、1700"
132.44670,34.41923,"RE",107000,106000,116000,200000,NULL,"横川、1900"
132.45514,34.41908,"SI",NULL,NULL,168000,263000,287000,"横川、1500"
132.45226,34.41179,"BS",246000,238000,253000,495000,NULL,"横川、320"
132.45209,34.41341,"RE",211000,202000,203000,290000,310000,"横川、400"
132.44525,34.40608,"BS",275000,265000,292000,515000,NULL,"横川、750"
132.37572,34.37779,"RE",138000,134000,135000,203000,175000,"新井口、1900"
132.38507,34.37430,"RE",NULL,NULL,NULL,NULL,146000,"井口、620"
132.38507,34.37430,"RE",86900,83900,90800,138000,NULL,"新井口、1000"
132.37862,34.36997,"RE",142000,132000,119000,NULL,NULL,"新井口、1200"
132.37326,34.37215,"RE",82200,78900,84800,123000,131000,"新井口、2400"
132.37431,34.37104,"RE",NULL,NULL,NULL,216000,NULL,"新井口、2000"
132.43488,34.38347,"RE",NULL,NULL,165000,270000,285000,"広島、4800"
132.42664,34.38612,"RE",153000,147000,NULL,NULL,NULL,"広島、5400"
132.42664,34.38612,"RE",NULL,NULL,NULL,256000,NULL,"西広島、1800"
132.42664,34.38612,"RE",NULL,NULL,147000,NULL,NULL,"広島、5400"
132.42937,34.38053,"BS",NULL,NULL,212000,422000,NULL,"広島、6000"
132.40631,34.38689,"RE",191000,177000,160000,240000,301000,"西広島、2500"
132.38159,34.36235,"BS",124000,119000,NULL,NULL,NULL,"新井口、1900"
132.45631,34.42233,"RE",187000,178000,173000,260000,NULL,"横川、1500"
132.44017,34.39548,"BS",NULL,NULL,NULL,635000,1280000,"西広島、1500"
132.39227,34.39975,"RE",62500,NULL,NULL,NULL,NULL,"西広島、7000"
132.39227,34.39975,"RE",NULL,60900,76400,127000,NULL,"西広島、7000"
132.42003,34.40498,"RE",122000,122000,137000,248000,NULL,"西広島、1000"
132.41188,34.40409,"RE",78200,78200,90000,139000,108000,"西広島、2200"
132.41505,34.40959,"RE",NULL,NULL,83600,138000,112000,"西広島、2400"
132.41844,34.42023,"RE",65600,65600,78400,136000,NULL,"西広島、3000"
132.42323,34.42045,"RE",32900,35000,54100,NULL,NULL,"西広島、3300"
132.42639,34.39868,"RE",NULL,NULL,NULL,195000,NULL,"西広島、600"
132.42299,34.40401,"RE",81000,79600,NULL,NULL,NULL,"西広島、1300"
132.42299,34.40401,"RE",NULL,NULL,NULL,172000,NULL,"西広島、1700"
132.42299,34.40401,"RE",NULL,NULL,92500,NULL,NULL,"西広島、1200"
132.42390,34.41084,"RE",63700,63700,75800,131000,109000,"西広島、2500"
132.42879,34.39692,"BS",345000,329000,336000,747000,1180000,"西広島、150"
132.42616,34.39263,"RE",NULL,NULL,NULL,NULL,303000,"西広島、700"
132.42416,34.39413,"RE",202000,187000,167000,300000,NULL,"西広島、900"
132.43146,34.40084,"RE",97000,95600,106000,198000,NULL,"西広島、1200"
132.42747,34.40413,"RE",NULL,NULL,NULL,205000,181000,"西広島、1400"
132.42235,34.39684,"RE",NULL,NULL,NULL,115000,NULL,"西広島、1000"
132.42235,34.39684,"RE",140000,134000,120000,NULL,NULL,"西広島、800"
132.42235,34.39684,"RE",NULL,NULL,NULL,184000,184000,"西広島、900"
132.41814,34.38379,"RE",202000,186000,168000,265000,NULL,"西広島、2100"
132.41702,34.38145,"RE",NULL,NULL,167000,266000,NULL,"西広島、2500"
132.41689,34.38795,"RE",NULL,NULL,166000,265000,302000,"西広島、1800"
132.45372,34.40776,"BS",240000,230000,237000,404000,NULL,"横川、550"
132.45705,34.41491,"RE",NULL,NULL,183000,NULL,NULL,"横川、1400"
132.46077,34.41358,"RE",195000,186000,NULL,NULL,NULL,"横川、1300"
132.45847,34.41523,"RE",NULL,NULL,NULL,275000,370000,"横川、1200"
132.44980,34.40886,"BS",482000,459000,491000,870000,1560000,"横川、220"
132.39661,34.38917,"RE",NULL,NULL,NULL,127000,130000,"草津、1500"
132.39473,34.37712,"BS",215000,200000,205000,410000,493000,"新井口、400"
132.39841,34.37571,"RE",NULL,NULL,179000,282000,NULL,"新井口、600"
132.39841,34.37571,"RE",205000,188000,NULL,NULL,NULL,"新井口、550"
132.40242,34.37999,"RE",NULL,NULL,NULL,200000,NULL,"新井口、1100"
132.39462,34.36507,"IN",97500,93400,107000,193000,NULL,"新井口、1300"
132.43593,34.39161,"RE",NULL,NULL,170000,280000,NULL,"広島、4700"
132.43651,34.39095,"RE",NULL,NULL,NULL,NULL,294000,"西広島、1300"
132.42801,34.37607,"RE",147000,141000,136000,236000,NULL,"広島、6300"
132.43831,34.38824,"BS",NULL,NULL,NULL,573000,NULL,"西広島、2000"
132.43694,34.38794,"BS",219000,206000,227000,NULL,NULL,"広島、4300"
132.43228,34.38954,"RE",NULL,NULL,NULL,257000,NULL,"西広島、1500"
132.43260,34.39001,"RE",174000,166000,NULL,NULL,NULL,"広島、4900"
132.44073,34.39463,"BS",303000,293000,332000,NULL,NULL,"広島、3900"
132.39690,34.38255,"RE",132000,128000,134000,205000,NULL,"新井口、1200"
132.41429,34.39909,"RE",106000,103000,103000,NULL,NULL,"西広島、3400"
132.41801,34.39178,"RE",209000,196000,163000,260000,NULL,"西広島、1400"
132.41570,34.39489,"RE",82400,82000,94000,162000,NULL,"西広島、1400"
133.00601,34.85459,"RE",24000,25000,32600,NULL,NULL,"備後三日市、750"
133.00601,34.85459,"RE",NULL,NULL,NULL,NULL,31000,"備後三日市、800"
133.01709,34.85694,"BS",42900,44000,60500,NULL,NULL,"備後庄原、390"
133.01480,34.86092,"BS",NULL,NULL,NULL,99800,NULL,"備後庄原、550"
133.02863,34.87158,"BS",NULL,NULL,NULL,NULL,99300,"備後庄原、550"
133.02863,34.87158,"RE",NULL,NULL,NULL,NULL,48000,"備後庄原、470"
133.26604,34.89923,"RE",NULL,NULL,21200,NULL,NULL,"東城、2000"
133.26604,34.89923,"RE",21900,22800,31500,NULL,NULL,"東城、560"
133.26604,34.89923,"RE",14900,15400,NULL,NULL,NULL,"東城、2000"
133.02669,34.86077,"RE",29300,30400,42700,53300,NULL,"備後庄原、550"
133.09286,34.96534,"RE",4300,4400,5300,NULL,NULL,"比婆山、1300"
133.09872,34.92988,"RE",7630,7800,9600,NULL,NULL,"備後西城、1000"
133.01579,34.85479,"RE",NULL,NULL,NULL,44000,NULL,"備後庄原、850"
133.01086,34.85518,"BS",57800,60000,83000,95000,NULL,"備後庄原、1100"
133.01086,34.85518,"RE",32200,33000,40500,47000,NULL,"備後庄原、860"
133.13327,34.69801,"BS",27700,28800,NULL,NULL,NULL,"上下、90"
133.13327,34.69801,"BS",NULL,NULL,43500,NULL,NULL,"上下、90"
133.13327,34.69801,"RE",18400,19100,28000,NULL,NULL,"上下、230"
133.13327,34.69801,"RE",10000,10400,14700,NULL,NULL,"上下、900"
133.26054,34.55738,"SI",NULL,NULL,59000,89500,NULL,"新市、1000"
133.26054,34.55738,"RE",39800,40100,NULL,NULL,NULL,"新市、1000"
133.26054,34.55738,"RE",NULL,NULL,NULL,62800,55000,"高木、1100"
133.23918,34.57510,"IN",NULL,NULL,NULL,77500,NULL,"府中、800"
133.23918,34.57510,"RE",38300,38600,55500,81000,NULL,"府中、900"
133.22672,34.56280,"AD",NULL,NULL,NULL,NULL,17700,"府中、2500"
133.22672,34.56280,"RE",22900,23400,38500,60000,NULL,"府中、1500"
133.22672,34.56280,"RE",NULL,NULL,NULL,NULL,36400,"府中、2700"
133.23268,34.57718,"BS",56700,57400,83000,174000,191000,"府中、150"
133.23689,34.56765,"BS",NULL,NULL,NULL,122000,108000,"府中、500"
133.23924,34.59365,"RE",NULL,NULL,NULL,NULL,34300,"府中、3000"
133.23924,34.59365,"RE",26300,26600,39000,72500,NULL,"府中、1300"
133.23166,34.54285,"RE",18000,18400,24200,27000,NULL,"高木、2700"
133.23166,34.54285,"RE",20200,20600,NULL,NULL,NULL,"府中、2900"
133.23166,34.54285,"RE",NULL,NULL,31100,43000,NULL,"府中、2900"
133.23166,34.54285,"RE",NULL,NULL,NULL,56800,50500,"高木、2300"
133.21255,34.55545,"RE",NULL,NULL,NULL,NULL,46200,"下川辺、600"
133.21255,34.55545,"RE",22200,22800,35700,NULL,NULL,"下川辺、800"
133.21255,34.55545,"RE",NULL,NULL,NULL,54000,NULL,"下川辺、800"
133.24623,34.56091,"SI",NULL,NULL,49300,NULL,NULL,"高木、900"
133.24623,34.56091,"SI",NULL,NULL,NULL,83600,71200,"高木、1200"
133.24623,34.56091,"RE",40100,40500,56200,94100,82500,"鵜飼、800"
133.24986,34.57682,"SI",NULL,NULL,NULL,102000,90100,"鵜飼、300"
133.24986,34.57682,"IN",15800,15900,19200,22200,NULL,"府中、3000"
133.24986,34.57682,"RE",42800,43100,57000,NULL,NULL,"鵜飼、220"
132.31500,34.36746,"AD",NULL,NULL,NULL,NULL,35800,"廿日市、3400"
132.31500,34.36746,"RE",NULL,59000,63000,110000,100000,"廿日市、1900"
132.31500,34.36746,"RE",62400,NULL,NULL,NULL,NULL,"廿日市、1900"
132.33257,34.34906,"SI",NULL,NULL,NULL,NULL,109000,"廿日市、1500"
132.32907,34.34565,"IN",76000,74300,NULL,NULL,NULL,"宮内串戸、700"
132.32907,34.34565,"SI",NULL,NULL,92200,163000,NULL,"宮内串戸、700"
132.32265,34.34940,"RE",135000,127000,112000,NULL,NULL,"宮内串戸、200"
132.31982,34.34842,"RE",NULL,NULL,NULL,178000,134000,"宮内串戸、250"
132.33820,34.34889,"RE",98300,92600,94000,175000,NULL,"廿日市、1100"
132.33992,34.36639,"RE",66200,64800,77500,143000,134000,"廿日市、1300"
132.24643,34.26960,"RE",NULL,NULL,45000,NULL,NULL,"大野浦、3000"
132.30986,34.39071,"RE",26700,27200,38000,45200,NULL,"廿日市、4000"
132.21191,34.35221,"RE",15300,NULL,NULL,NULL,NULL,"宮内串戸、12000"
132.21191,34.35221,"RE",NULL,16100,25000,NULL,NULL,"宮内串戸、12000"
132.29572,34.34841,"RE",56000,54000,57500,112000,NULL,"宮内串戸、4400"
132.32378,34.34311,"RE",124000,118000,109000,170000,129000,"宮内串戸、1000"
132.31789,34.34110,"RE",83500,81100,92800,145000,NULL,"宮内串戸、1200"
132.31711,34.33600,"RE",NULL,NULL,NULL,NULL,81100,"地御前、800"
132.27016,34.28857,"RE",55300,54800,63400,NULL,NULL,"大野浦、650"
132.20131,34.30247,"RE",50500,50500,62000,NULL,NULL,"前空、500"
132.20131,34.30247,"RE",44400,44000,60500,NULL,NULL,"前空、1600"
132.27367,34.35286,"RE",18100,18900,28500,NULL,NULL,"宮内串戸、6500"
132.27367,34.35286,"RE",71300,68900,72800,102000,82100,"宮内串戸、2000"
132.27367,34.35286,"RE",NULL,NULL,NULL,124000,NULL,"宮内串戸、1300"
132.31862,34.35085,"BS",NULL,NULL,134000,NULL,NULL,"宮内串戸、900"
132.31862,34.35085,"BS",NULL,NULL,NULL,263000,NULL,"宮内串戸、900"
132.31862,34.35085,"BS",189000,185000,NULL,NULL,NULL,"宮内串戸、850"
132.30440,34.31110,"BS",NULL,NULL,162000,NULL,NULL,"宮島口、近接"
132.30440,34.31110,"BS",150000,144000,NULL,NULL,NULL,"宮島口、100"
132.32112,34.28675,"BS",183000,173000,188000,NULL,NULL,"宮島桟橋、500"
132.32164,34.29949,"RE",90200,90200,114000,NULL,NULL,"宮島桟橋、350"
132.30998,34.27261,"RE",32500,33000,58500,NULL,NULL,"宮島桟橋、1600"
132.33516,34.35488,"BS",NULL,NULL,137000,288000,306000,"廿日市、400"
132.33087,34.35141,"BS",203000,193000,NULL,NULL,NULL,"宮内串戸、800"
132.32733,34.35242,"RE",98000,93100,86800,128000,111000,"廿日市、1300"
132.34230,34.35739,"RE",129000,121000,122000,188000,155000,"廿日市、800"
132.34230,34.35739,"BS",NULL,NULL,133000,282000,NULL,"廿日市、900"
132.34132,34.35457,"SI",NULL,NULL,NULL,171000,NULL,"廿日市、900"
132.26682,34.28421,"IN",57300,57500,77300,NULL,NULL,"大野浦、450"
132.26881,34.28350,"RE",NULL,NULL,63000,NULL,NULL,"大野浦、900"
132.17584,34.37049,"BS",NULL,NULL,43000,NULL,NULL,"宮内串戸、16000"
132.17584,34.37049,"BS",27400,28700,NULL,NULL,NULL,"宮内串戸、16000"
132.17584,34.37049,"RE",9480,9870,15500,NULL,NULL,"宮内串戸、17000"
132.29622,34.30643,"RE",60100,60100,70000,NULL,NULL,"宮島口、1200"
132.31242,34.33008,"RE",74300,72900,87700,147000,116000,"阿品、1200"
132.31493,34.32090,"RE",83300,80800,97300,162000,NULL,"阿品、600"
133.20256,34.36427,"AD",NULL,NULL,NULL,37200,34300,"尾道、5500"
133.12968,34.48962,"RE",NULL,NULL,NULL,16800,NULL,"下川辺、10100"
133.13448,34.50274,"BS",NULL,NULL,NULL,51900,NULL,"下川辺、7500"
133.15059,34.50288,"RE",NULL,NULL,NULL,31700,NULL,"下川辺、7500"
132.69559,34.44072,"RE",NULL,NULL,NULL,85000,NULL,"八本松、1200"
132.69751,34.43727,"RE",54500,52900,66000,NULL,NULL,"八本松、1700"
132.69643,34.42949,"RE",NULL,NULL,NULL,79000,NULL,"八本松、2000"
132.70306,34.44654,"RE",56000,54600,63500,84000,NULL,"八本松、1700"
132.69656,34.41710,"AD",NULL,NULL,42600,NULL,NULL,"八本松、3500"
132.70143,34.40884,"AD",NULL,NULL,NULL,NULL,32200,"八本松、4700"
132.69656,34.41710,"AD",NULL,NULL,NULL,59500,NULL,"八本松、3500"
132.66321,34.38569,"IN",NULL,NULL,NULL,24500,NULL,"八本松、8000"
132.68175,34.45388,"RE",NULL,NULL,NULL,NULL,72000,"八本松、1500"
132.71985,34.46323,"AD",NULL,NULL,NULL,56000,49700,"八本松、3800"
132.71967,34.45178,"AD",NULL,NULL,NULL,54000,48000,"八本松、3100"
132.67960,34.43955,"RE",NULL,NULL,NULL,85100,NULL,"八本松、700"
132.67960,34.43955,"RE",NULL,NULL,NULL,NULL,74500,"八本松、1700"
132.68175,34.45388,"RE",NULL,NULL,55000,NULL,NULL,"八本松、1000"
132.71985,34.46323,"RE",28400,28400,NULL,NULL,NULL,"八本松、3800"
132.71985,34.46323,"AD",NULL,NULL,38700,NULL,NULL,"八本松、3800"
132.71967,34.45178,"RE",35400,34900,38600,NULL,NULL,"寺家、2000"
132.67960,34.43955,"RE",NULL,NULL,58000,NULL,NULL,"八本松、650"
132.68141,34.44545,"RE",45000,44000,NULL,NULL,NULL,"八本松、1000"
132.70024,34.45517,"RE",45600,44600,53500,82600,NULL,"八本松、1500"
132.68294,34.38606,"IN",22900,21900,20100,NULL,NULL,"八本松、8000"
132.80074,34.34369,"BS",40200,43500,87200,NULL,NULL,"安芸津、100"
132.79335,34.32005,"RE",25900,26500,42800,NULL,NULL,"安芸津、2000"
132.79335,34.32005,"RE",22400,23000,30700,NULL,NULL,"安芸津、2500"
132.74353,34.42662,"BS",121000,NULL,NULL,NULL,NULL,"寺家、150"
132.74353,34.42662,"RE",92100,NULL,NULL,NULL,NULL,"寺家、210"
132.65416,34.46930,"IN",30800,30000,NULL,NULL,NULL,"八本松、5000"
132.62456,34.47998,"RE",20200,20300,33700,NULL,NULL,"八本松、6800"
132.62456,34.47998,"AD",NULL,NULL,NULL,47000,NULL,"八本松、6800"
132.88200,34.47560,"BS",NULL,26400,49000,NULL,NULL,"河内、380"
132.88200,34.47560,"RE",12300,13200,23800,NULL,NULL,"河内、490"
132.88200,34.47560,"RE",19200,20600,37700,NULL,NULL,"河内、340"
132.74886,34.42783,"RE",110000,107000,NULL,NULL,NULL,"西条、900"
132.73833,34.41745,"BS",NULL,NULL,140000,NULL,NULL,"西条、1600"
132.73523,34.41912,"RE",98100,95200,92800,NULL,NULL,"西条、1600"
132.74716,34.42206,"RE",96400,93900,95000,NULL,NULL,"西条、1300"
132.74716,34.42206,"RE",NULL,NULL,NULL,135000,NULL,"西条、1400"
132.74112,34.42855,"RE",NULL,NULL,108000,164000,NULL,"西条、430"
132.74112,34.42855,"BS",NULL,NULL,NULL,NULL,605000,"西条、550"
132.74112,34.42855,"BS",NULL,NULL,NULL,431000,NULL,"西条、550"
132.74612,34.42704,"BS",121000,116000,110000,224000,197000,"西条、1000"
132.74612,34.42704,"RE",NULL,NULL,NULL,NULL,163000,"西条、800"
132.74438,34.43034,"BS",315000,302000,309000,NULL,NULL,"西条、駅前広場接面"
132.77095,34.41585,"RE",60900,59600,62200,NULL,NULL,"西条、1900"
